DRUGBANK_ID,DB09555,DB09561,DB09563,DB09570,DB09571,DB11093,DB11104,DB11126,DB11228,DB11256,DB11359,DB11362,DB11363,DB11364,DB11367,DB11560,DB11574,DB11575,DB11581,DB11582,DB11591,DB11596,DB11602,DB11609,DB11610,DB11611,DB11613,DB11614,DB11619,DB11699,DB11730,DB11737,DB11793,DB11915,DB11921,DB11943,DB11994,DB12095,DB12161,DB12243,DB12332,DB12598,DB13025,DB13092,DB13139,DB13146,DB13154,DB13155,DB13156,DB13158,DB13164,DB13165,DB13167,DB13179,DB13180
DB01185,0.00676819,0.00671141,0.00390244,0.00655738,0.00657895,0.0124521,0.00098912,0.0103481,0.00475059,0.0108475,0.00374883,0.00718907,0.00687128,0.011245,0.00761905,0.00787402,0.00404858,0.0123784,0.00975134,0.00866905,0.0113712,0.0099734,0.00654545,0.0162162,0.00646353,0.00643087,0.00431894,0.00428922,0.0779716,0.0070922,0.00592417,0.00267559,0.00634249,0.00827913,0.0534865,0.00592672,0.00388601,0.00910747,0.00766284,0.00704225,0.00621118,0.00305111,0.00566802,0.00639854,0.0103359,0.0114286,0.00289855,0.00672043,0.00667557,0.118441,0.00571066,0.00658376,0.00687285,0.00794101,0.0103578
DB01186,0.0243902,0.00486618,0.00374065,0.0141414,0.0180288,0.00361446,0,0.00950119,0.00577478,0.0168539,0.0143713,0.0164076,0.020155,0.0166994,0.0111276,0.0330709,0.0162338,0.0187377,0.0142779,0.0209546,0.0214116,0.0156863,0.00519931,0.0168729,0.0164319,0.0191004,0.0211602,0.0157933,0.00921128,0.0556046,0.0123626,0.0111023,0.0273038,0.0400281,0.00578273,0.0104551,0.016092,0.01482,0.0431433,0.0121012,0.0182349,0.00738689,0.016983,0.00969883,0.0226293,0.0060024,0.00618047,0.0103093,0.00784929,0.007,0.0164302,0.0350404,0.0117396,0.00975293,0.00951249
DB01187,0.0928793,0.0289855,0.015873,0.0454545,0.0733945,0.0280374,0,0.0304348,0.0140845,0.0331754,0.109005,0.0425139,0.0164302,0.036855,0.0162602,0.0803709,0.019407,0.0232394,0.0189926,0.0335145,0.0579937,0.0302115,0.0148423,0.0620438,0.0454545,0.0225933,0.0172173,0.0229592,0.0160428,0.0561594,0.0225653,0.0247678,0.0572451,0.0333333,0.010538,0.00980392,0.0244253,0.03125,0.0392707,0.0513699,0.0182055,0.034632,0.0438144,0.00961538,0.0666667,0.0273973,0.0255102,0.0248062,0.0120664,0.0108225,0.0232558,0.0385356,0.0601266,0.0162162,0.0305677
DB01188,0.0458453,0.0273973,0.02,0.0280612,0.0336134,0.0175439,0,0.0289256,0.00909091,0.0277778,0.0207469,0.019469,0.0117907,0.0260047,0.0106101,0.0274566,0.013312,0.0180681,0.0130081,0.0221631,0.0361991,0.0251108,0.00902527,0.0271186,0.0351563,0.0144509,0.0087196,0.0149626,0.0114135,0.0205832,0.0306966,0.012012,0.0414508,0.0196987,0.00603401,0.0136187,0.013986,0.021978,0.0230978,0.0257235,0.0127389,0.0144928,0.0270936,0.00584368,0.0513595,0.0304348,0.0240385,0.0227964,0.016369,0.00712758,0.0133333,0.0203704,0.0266272,0.00847458,0.0290456
DB01189,0.00490196,0.031746,0,0.00413223,0.0117647,0.0140845,0.0384615,0.0113636,0.0142857,0.0019802,0.0117647,0.00483092,0.00247934,0.003663,0.00333333,0.00181818,0.00172414,0.00384615,0.00277008,0.00404449,0.00572519,0.00187617,0.0101266,0.00704225,0.00961538,0.00112108,0.000982318,0,0.00303337,0.00694444,0.00140449,0.00194932,0.00226244,0.0041841,0.00359712,0.00227273,0.00177305,0.0165165,0.00338409,0,0.00157729,0.00303951,0.00390625,0.00247117,0.0107527,0.0266667,0,0.00785855,0.00770713,0.00481155,0.00166945,0.00514139,0.00537634,0.00635324,0.0114943
DB01190,0.0271739,0.0166667,0.00995025,0.0271647,0.0135747,0.00696056,0,0.0344037,0.0385852,0.0247934,0.0112867,0.0156658,0.0109114,0.0375204,0.0147368,0.0144444,0.0110471,0.0438322,0.0097629,0.0367253,0.0206659,0.0193402,0.0367847,0.0181452,0.0241228,0.0120968,0.0243278,0.00793651,0.00894188,0.0310479,0.0122411,0.00574053,0.0138539,0.0354067,0.00992064,0.0113821,0.00542299,0.0146484,0.0335498,0.0116505,0.0040282,0.00289855,0.0214521,0.0141297,0.0185185,0.0162037,0.00973236,0.0504202,0.0326721,0.00748596,0.0105042,0.0189445,0.0110497,0.0349776,0.039261
DB01191,0.043771,0.0179641,0.0136054,0.0513595,0.232258,0.0290698,0.00763359,0.0210526,0.0103896,0.0268908,0.0437158,0.0316832,0.0169753,0.0215633,0.0114449,0.0170543,0.0120482,0.0122039,0.0170794,0.0147874,0.0343699,0.0240385,0.0120482,0.0829694,0.0659898,0.0605739,0.0113261,0.0298507,0.00827206,0.020794,0.01868,0.0351171,0.0320151,0.0160099,0.00508475,0.0081716,0.0182371,0.0316623,0.0204678,0.0517928,0.0235131,0.0308057,0.0372493,0.00685453,0.0811808,0.0340909,0.0463576,0.0214876,0.00802568,0.0104167,0.0322108,0.0442105,0.0541516,0.0101351,0.021164
DB01192,0.00974553,0.0034904,0.00235294,0.00901379,0.00866551,0.00756254,0,0.00517241,0.00309598,0.0130964,0.0115875,0.010219,0.0155532,0.0109775,0.00757238,0.0142202,0.0161242,0.0157588,0.0117907,0.0180353,0.0139082,0.0110599,0.00341131,0.0157746,0.00799543,0.0155131,0.0139841,0.00915831,0.0145371,0.0135462,0.00807137,0.00694766,0.00911708,0.0140605,0.0149163,0.00713154,0.00998638,0.0169713,0.0166968,0.00664084,0.010568,0.00708502,0.0121436,0.0169671,0.0137137,0.00695652,0.00646298,0.0121099,0.00460193,0.0135699,0.0129987,0.0128395,0.0137212,0.00946892,0.00575374
DB01193,0.0315315,0.0426229,0.0136519,0.107143,0.0495356,0.0220126,0,0.027027,0.0132075,0.0512465,0.0560748,0.0420561,0.0397163,0.0353635,0.0202864,0.0294494,0.0256937,0.0297422,0.049373,0.031457,0.037234,0.0479361,0.01875,0.0393701,0.0498534,0.047532,0.0273543,0.0449309,0.0130187,0.0455927,0.0431965,0.0521262,0.0434783,0.0285412,0.0110178,0.0179372,0.0514139,0.048478,0.0342298,0.0351759,0.0422535,0.104167,0.135857,0.0180055,0.0997506,0.0248447,0.0337838,0.0450205,0.0130548,0.00938338,0.0504926,0.0320513,0.157895,0.0125969,0.0271084
DB01194,0.0252951,0.012987,0.00675676,0.0173228,0.0208768,0.00635593,0,0.0123457,0.011782,0.0213483,0.016632,0.0276035,0.0138018,0.0211161,0.0141271,0.0170576,0.0122642,0.0142518,0.0233677,0.0197224,0.0242291,0.0195865,0.00753769,0.0205607,0.0180361,0.0261283,0.00951199,0.0143954,0.00794798,0.0157576,0.0191781,0.0143805,0.0217391,0.0293309,0.00483793,0.0134069,0.0104384,0.0169492,0.035343,0.0126126,0.0126829,0.0152355,0.047619,0.00683654,0.0332168,0.0126582,0.00662252,0.0132743,0.0087146,0.00485437,0.0213849,0.057257,0.0189983,0.00929054,0.0123711
DB01195,0.028866,0.0198864,0.00595238,0.0870445,0.0354223,0.0166667,0.003125,0.0159151,0.008726,0.0471204,0.043956,0.0334789,0.0385941,0.0252708,0.015873,0.0254854,0.0261965,0.0376379,0.0558531,0.028777,0.0327044,0.0454545,0.00726744,0.0306604,0.0310078,0.045815,0.0277655,0.0383352,0.00941915,0.0444126,0.041365,0.0479896,0.0543634,0.0252781,0.00768049,0.015544,0.047561,0.0485961,0.0290023,0.0225734,0.053288,0.0966608,0.117647,0.0161399,0.0782998,0.0248619,0.0266272,0.0439845,0.00988875,0.00847458,0.0323326,0.0331825,0.134434,0.0111732,0.0159574
DB01196,0.0334317,0.00885936,0.00451467,0.0332068,0.0141458,0.00879121,0,0.0174102,0.00802855,0.0203774,0.0174672,0.0177419,0.0264207,0.0191083,0.0118798,0.0294768,0.0225118,0.0351299,0.0337079,0.0343082,0.0292354,0.0192024,0.00973236,0.0195876,0.02589,0.0357356,0.0248756,0.0431154,0.0285395,0.018283,0.0209561,0.0172027,0.0270916,0.0398406,0.0235581,0.0123023,0.0224638,0.0388813,0.0397399,0.0151515,0.0171703,0.0566038,0.040566,0.0137592,0.0583419,0.00984683,0.0123874,0.0279879,0.0103321,0.0224062,0.0269886,0.0155993,0.0413306,0.0123609,0.0174292
DB01197,0.040625,0.0265957,0.0238095,0.0248619,0.0338164,0.025641,0,0.0432692,0.00980392,0.0444811,0.0190476,0.0421456,0.0174507,0.172012,0.0267229,0.0210526,0.0417595,0.0331651,0.0125104,0.0117329,0.0282575,0.0408805,0.0134615,0.0343511,0.0309735,0.0261307,0.0207352,0.00903226,0.0117435,0.0236364,0.0218712,0.00469484,0.0251346,0.0303767,0.00558036,0.0130391,0.0102041,0.0202788,0.0374101,0.0286738,0.00792602,0.00659341,0.0266667,0.00975976,0.029316,0.0459184,0.0168539,0.011041,0.00930233,0.00876552,0.0167598,0.0421687,0.0227273,0.0176991,0.0588235
DB01198,0.0479193,0.00582242,0.00449775,0.0247642,0.014245,0.00576369,0,0.00846262,0.00552486,0.0235081,0.0128023,0.0440882,0.0177089,0.0215664,0.0190871,0.0137812,0.0206807,0.0216931,0.0350665,0.011875,0.0267142,0.0211268,0.00490196,0.023968,0.0166898,0.0242751,0.0195178,0.0322581,0.00621891,0.0241313,0.0436477,0.0178571,0.0239464,0.019697,0.00612423,0.0134409,0.0144804,0.0284136,0.0183793,0.0301837,0.0152979,0.0181044,0.0279395,0.0137514,0.0175,0.00716332,0.0210526,0.0133452,0.0150177,0.00481283,0.044293,0.0221106,0.0226415,0.0114123,0.00847458
DB01199,0.0215883,0.00423729,0.00954033,0.0263554,0.0151515,0.003367,0,0.00498753,0.00429185,0.0194357,0.026383,0.0138614,0.0286596,0.0138182,0.00878735,0.0232701,0.0265328,0.0271072,0.0435194,0.060743,0.0261682,0.016595,0.00396563,0.0144578,0.0191348,0.0468019,0.027326,0.0266204,0.00571429,0.0163399,0.0127072,0.0257376,0.0169161,0.145704,0.00431344,0.0126454,0.0230723,0.0393291,0.17894,0.00947119,0.0233236,0.0416667,0.0384615,0.0138829,0.0480769,0.00503778,0.0164645,0.0335443,0.00489297,0.00423191,0.0348977,0.0175084,0.0422648,0.00790722,0.00582848
DB01200,0.00966184,0.00308642,0.00207792,0.0104463,0.00818414,0.00513611,0,0.00458015,0.00231054,0.017014,0.00715381,0.0176913,0.0221049,0.02177,0.0109756,0.0137328,0.0245693,0.0201471,0.011921,0.0126671,0.0125945,0.015107,0.00351494,0.0104634,0.00555836,0.0187019,0.0232134,0.00914149,0.00770578,0.0224769,0.0112884,0.00713686,0.0192644,0.0155945,0.00621996,0.00801457,0.0153336,0.0110497,0.0231214,0.0073928,0.0306748,0.00727603,0.00942507,0.0143885,0.00974184,0.00512295,0.00310559,0.00587248,0.00417014,0.00997747,0.0126324,0.0192566,0.00680272,0.01057,0.00458248
DB01201,0.0106289,0.00805639,0.00409836,0.0111492,0.00788955,0.008,0,0.0148515,0.0183639,0.0176429,0.0108803,0.0188395,0.0199336,0.015953,0.0145119,0.010877,0.0159272,0.0181736,0.0212121,0.0266099,0.0209351,0.0165975,0.0136674,0.0121951,0.0126459,0.0178075,0.0115646,0.0101652,0.00942408,0.0223714,0.0197897,0.0118632,0.0177122,0.0222222,0.013986,0.0116861,0.0169377,0.0119197,0.017976,0.00921659,0.0142027,0.0103751,0.0187874,0.015566,0.0126126,0.011988,0.00406091,0.0240283,0.0146036,0.00968635,0.020598,0.017638,0.00989209,0.0384615,0.015873
DB01202,0.0378007,0.0253165,0.0217391,0.0179641,0.0338983,0.0368098,0,0.0449438,0.0106101,0.0414508,0.0110497,0.0469388,0.0170807,0.110778,0.0234261,0.0172684,0.0227904,0.0241052,0.0137104,0.0111317,0.0263158,0.0378289,0.00813008,0.0526316,0.020202,0.0237849,0.0142518,0.0121294,0.0139665,0.0211132,0.0201511,0.00493421,0.0246679,0.0328698,0.00625,0.0124095,0.00607903,0.0184211,0.040724,0.044898,0.0110497,0.0118483,0.026087,0.00921659,0.0288809,0.0419162,0.00671141,0.00826446,0.00813008,0.00821509,0.0175182,0.042735,0.0215827,0.013683,0.0451977
DB01203,0.0237069,0.0371517,0.0096463,0.0280561,0.0595238,0.0148368,0,0.0345821,0.0165138,0.0223979,0.0563798,0.0223547,0.0171468,0.0130354,0.0127758,0.0288221,0.0125755,0.0180995,0.0195489,0.0318627,0.0323834,0.0203046,0.0198171,0.0273632,0.0330578,0.0292035,0.0198851,0.0221239,0.0096,0.0352423,0.0144479,0.0288714,0.0408759,0.0216718,0.010395,0.0123023,0.04375,0.0248918,0.0225118,0.0238663,0.0225989,0.0221465,0.0313112,0.0122532,0.0827423,0.0205882,0.0189274,0.0289093,0.0179718,0.00860927,0.0320285,0.0425868,0.0529954,0.0104662,0.0346821
DB01204,0.0162602,0.011236,0.0149701,0.0346154,0.0187166,0.0138122,0,0.015873,0.0017301,0.0348837,0.0353261,0.0215517,0.0350034,0.0160714,0.0124153,0.0317073,0.0094106,0.010101,0.0237213,0.0206022,0.0185874,0.0336658,0.00289017,0.020979,0.0309278,0.0259067,0.0117086,0.0270563,0.00625489,0.0413695,0.0243902,0.0214646,0.0438472,0.00894632,0.00356779,0.0137812,0.0844893,0.0167364,0.0102389,0.0179372,0.0333333,0.0313531,0.037594,0.0543933,0.0431965,0.0163934,0.0326409,0.0189155,0.00863132,0.0045425,0.0240275,0.0284858,0.0321199,0.00369344,0.018617
DB01205,0.024359,0.00610687,0.00314465,0.0554855,0.0149254,0.0075643,0.0016129,0.00589102,0.00457666,0.0232558,0.0194903,0.0306122,0.0325714,0.0128355,0.0127011,0.0195904,0.0363636,0.0248246,0.0338462,0.0147059,0.037963,0.0198915,0.00404449,0.0236111,0.0145138,0.0479211,0.020155,0.0426065,0.00570704,0.0310621,0.0464371,0.0240296,0.0257171,0.015456,0.00621118,0.0264256,0.0293073,0.0358598,0.0162671,0.0217096,0.0327731,0.047619,0.0610973,0.0139978,0.0426667,0.005997,0.0141066,0.0231054,0.0257117,0.00435019,0.0257732,0.0207254,0.0483221,0.008,0.0058997
DB01206,0.0397112,0.034965,0.016,0.01875,0.0432099,0.0264901,0,0.0361446,0.00824176,0.0424779,0.00595238,0.037422,0.0132916,0.0785498,0.0208644,0.0160256,0.0144444,0.0183419,0.0191805,0.0189394,0.0252101,0.0404722,0.00626305,0.0366972,0.0217391,0.0273684,0.00760095,0.0109739,0.00749766,0.0216963,0.0337662,0.0101523,0.0293542,0.0138889,0.00514874,0.0136555,0.00465116,0.0106383,0.0165414,0.047619,0.0112676,0.0122549,0.0240964,0.00463679,0.018797,0.0457516,0.0149254,0.00846024,0.01,0.00754148,0.0224551,0.025974,0.0188679,0.00806452,0.0363636
DB01207,0.034642,0.0165017,0.0105634,0.0588235,0.0378549,0.0294118,0.00371747,0.0152905,0.00572519,0.0331034,0.031348,0.0476948,0.0196078,0.0237624,0.0131894,0.0231959,0.0137825,0.0177515,0.0223077,0.0114566,0.0349462,0.0318725,0.00626959,0.0575342,0.0265487,0.0289855,0.0137778,0.0381944,0.0106383,0.0210843,0.0257511,0.0355677,0.0362538,0.0115546,0.00841662,0.0126013,0.0520833,0.0302352,0.0145631,0.0441558,0.0245041,0.0380435,0.059322,0.0089841,0.0360577,0.0289389,0.0313589,0.0202429,0.0105541,0.0101283,0.0305623,0.0444811,0.0513447,0.00778968,0.0216049
DB01208,0.0148248,0.00988468,0.00680272,0.0206452,0.020934,0.00813008,0.00174216,0.0111111,0.00483092,0.0333333,0.0111643,0.0190275,0.0149856,0.0223881,0.0159011,0.0185357,0.0132685,0.0120153,0.0142768,0.0171617,0.0208927,0.0314585,0.00744681,0.0146843,0.017134,0.0205382,0.010551,0.010084,0.0078534,0.0197095,0.0285481,0.00759013,0.0237603,0.0160256,0.00497512,0.157895,0.0155109,0.0165975,0.016934,0.012894,0.0154506,0.0150289,0.0215736,0.0097254,0.0151724,0.0179153,0.00838926,0.0114395,0.0288184,0.00783436,0.0141343,0.0217628,0.0137931,0.0075188,0.0143541
DB01209,0.0225904,0.0093633,0.0077821,0.0513196,0.0313076,0.0148699,0,0.0125899,0.00797872,0.0218978,0.0275229,0.0171429,0.0324357,0.0121786,0.0103286,0.0219342,0.0169725,0.0373178,0.0283454,0.01875,0.0362319,0.0202429,0.00808314,0.0335008,0.0302491,0.0332577,0.017004,0.032967,0.0166436,0.020202,0.0232759,0.0175077,0.0257271,0.0213858,0.0165641,0.0104322,0.0156403,0.0435177,0.0200765,0.0160514,0.0221198,0.0374194,0.0472779,0.0156156,0.0694669,0.0222635,0.0272904,0.0345912,0.00910931,0.0200827,0.0170455,0.0188457,0.0559105,0.00876494,0.0144404
DB01210,0.026087,0.0407524,0.0130293,0.0344828,0.0382353,0.0241692,0,0.0259366,0.0128676,0.0389785,0.0568862,0.0379939,0.025641,0.0246212,0.0163743,0.034134,0.0156645,0.0227716,0.03125,0.0277325,0.0352021,0.0362225,0.0167939,0.0379747,0.0276243,0.0338681,0.0208149,0.031355,0.0145044,0.0620272,0.0229645,0.030343,0.0856269,0.0238589,0.0109375,0.0177148,0.0847458,0.0249729,0.0287081,0.031477,0.0391705,0.0364583,0.0417495,0.0192308,0.0807601,0.0268657,0.0191083,0.023622,0.0128205,0.00996678,0.0358423,0.0477707,0.055814,0.0104962,0.0260116
DB01211,0.0107991,0.00887199,0.00388601,0.0103734,0.00864198,0.0100629,0,0.0314465,0.0529046,0.0147662,0.00739827,0.00879508,0.00725389,0.0141271,0.0136882,0.00706991,0.00979592,0.018,0.00776484,0.0286396,0.0120676,0.011191,0.0501859,0.0127462,0.0145631,0.00806952,0.00911079,0.00289645,0.0135294,0.0246046,0.0069735,0.00322321,0.00686106,0.0312722,0.022534,0.00561097,0.00621118,0.0144092,0.0161167,0.00678733,0.00367377,0.0056872,0.0102249,0.0177638,0.0121145,0.0125313,0.00255754,0.0358035,0.0253475,0.015873,0.00680787,0.00990099,0.00768386,0.185214,0.0314861
DB01212,0.0106178,0.00554324,0.00339751,0.0149673,0.00979325,0.00660793,0,0.0119565,0.00535714,0.0377213,0.00869565,0.0211039,0.00933202,0.0362117,0.271127,0.021261,0.0225475,0.014171,0.0142031,0.0149336,0.0170877,0.0361446,0.0048583,0.00922131,0.0139186,0.0217903,0.0126582,0.0135501,0.00880088,0.0118859,0.015676,0.00742942,0.0134069,0.0123137,0.00519377,0.0159104,0.0115025,0.0208333,0.0105634,0.015213,0.0109514,0.0112166,0.0166512,0.0117936,0.0107949,0.00989011,0.00561798,0.00893522,0.013363,0.00479616,0.015493,0.00900164,0.0108055,0.00988875,0.0141767
DB01213,0.0334928,0,0.0185185,0.0241935,0.0543478,0.0121951,0,0.010101,0.00340136,0.0137255,0.0430108,0.0190931,0.00492611,0.00352113,0.00491803,0.00716846,0.00515759,0.00458015,0.0101289,0.005005,0.0112782,0.0111317,0.00244499,0.033557,0.045045,0.00556174,0.00441176,0.0183767,0.003,0.0159453,0.0125874,0.0115607,0.0111359,0.00550206,0.00297619,0.00449944,0.0105263,0.0117647,0.00666667,0.0429448,0.009375,0.0118694,0.0229008,0.00326797,0.0257732,0.0114943,0.0666667,0.00769231,0.0113636,0.00237906,0.00991736,0.0229008,0.0206186,0.00375,0.0102041
DB01214,0.0173697,0.0505837,0.0121951,0.0322581,0.0392857,0.0183824,0,0.0315789,0.0145228,0.0244957,0.0430108,0.0230643,0.0164875,0.0191489,0.0150943,0.0216216,0.0156413,0.0141034,0.0229794,0.043554,0.0209205,0.02213,0.0202703,0.0205279,0.0367893,0.0252101,0.0232664,0.0141677,0.00757576,0.0272873,0.0177384,0.0465793,0.0269414,0.0300668,0.0102151,0.0254717,0.0447761,0.0232019,0.0336788,0.0224719,0.0231425,0.0348162,0.0382022,0.010661,0.048,0.0291971,0.015748,0.0330935,0.0139276,0.00690608,0.0280971,0.0275862,0.0566038,0.0152749,0.0316901
DB01215,0.0322129,0.00167785,0.00173913,0.141384,0.0334448,0.00499168,0,0.00323102,0.00122699,0.0176471,0.0231788,0.0349345,0.0294985,0.00373599,0.0044287,0.02849,0.0326827,0.0188575,0.0279543,0.0112732,0.0392542,0.0171756,0.00107527,0.0305344,0.015949,0.0326087,0.0194367,0.0579839,0.00329164,0.0211193,0.0289256,0.0214844,0.0273973,0.00886382,0.00272727,0.0172662,0.0417854,0.0440415,0.00987433,0.0328849,0.0209974,0.0435835,0.0927978,0.0162696,0.0434783,0.00329489,0.0263158,0.0215054,0.0183398,0.00280899,0.0198198,0.0176406,0.049635,0.00151286,0.00323625
DB01216,0.0108803,0.00455581,0.0034965,0.0056926,0.0100671,0.00679502,0,0.0134228,0.0073193,0.0216216,0.00333333,0.00900164,0.00644522,0.0244131,0.012848,0.00884956,0.00827097,0.0143403,0.0106213,0.016283,0.0120482,0.0203927,0.00662252,0.0105263,0.00875274,0.0130332,0.00599013,0.00341064,0.0384615,0.00886382,0.00790514,0.0045283,0.010425,0.00985545,0.0379167,0.00413712,0.00363108,0.010142,0.00930566,0.00618557,0.00693481,0.00525855,0.00561798,0.00643246,0.0141271,0.00902935,0.00230415,0.00757576,0.0075188,0.0237389,0.00925926,0.00750626,0.005005,0.00941029,0.0134379
DB01217,0.022792,0.00458716,0.0102041,0.0258398,0.0344828,0.0226244,0,0.00829876,0.00458716,0.0122699,0.0169492,0.0160428,0.0171131,0.00705882,0.00665779,0.0100287,0.00690021,0.00968858,0.0122449,0.00790861,0.0271493,0.010279,0.00362976,0.0348432,0.019685,0.0125725,0.00642792,0.020202,0.00702988,0.00856164,0.0128505,0.0182927,0.0170358,0.0104046,0.00550055,0.0077821,0.0112518,0.0196319,0.0121951,0.0262295,0.0141388,0.0146751,0.0223881,0.0043956,0.0458716,0.0176211,0.0197044,0.0106061,0.0119581,0.00643777,0.0134409,0.016791,0.0302115,0.0053135,0.00833333
DB01218,0.0434783,0.010453,0.00720721,0.0586592,0.0186441,0.00859107,0.00184843,0.0151261,0.00503145,0.021,0.0203735,0.0185996,0.0415913,0.015444,0.00721371,0.0564916,0.0376838,0.023622,0.0282595,0.0664781,0.042,0.0194363,0.00771775,0.028125,0.0281924,0.0507463,0.0450266,0.0381883,0.00937709,0.0237069,0.0224813,0.0259222,0.0312164,0.031746,0.00597426,0.024945,0.0246679,0.041958,0.035514,0.0150602,0.0304659,0.0419236,0.0517711,0.0194232,0.0782209,0.0119658,0.0234234,0.0352467,0.00776699,0.00855676,0.0248162,0.0295455,0.0556391,0.00693374,0.0151515
DB01219,0.0351967,0.00840336,0.00295858,0.0267176,0.0297297,0.0194444,0,0.0131926,0.0017301,0.0402597,0.0132979,0.0364431,0.0127602,0.0289331,0.0147059,0.0143885,0.0149402,0.0126582,0.0329095,0.0101961,0.0249377,0.0388471,0.001443,0.035461,0.0362694,0.032146,0.0121475,0.0215285,0.00704225,0.015299,0.0233503,0.0150565,0.0292887,0.00894632,0.00459184,0.0111684,0.0129564,0.0329437,0.0113895,0.046083,0.0299003,0.0416667,0.0298507,0.00665779,0.0254777,0.0108696,0.038806,0.0150754,0.00615006,0.00519481,0.031106,0.0193165,0.0299145,0.00462107,0.0105541
DB01220,0.00739372,0.0033557,0.0013587,0.0114873,0.00730897,0.00468227,0,0.00863214,0.0118064,0.012023,0.00932091,0.0148433,0.0107075,0.00530973,0.00943865,0.0101989,0.0163357,0.0174851,0.0136986,0.0210704,0.0235356,0.0113285,0.00882515,0.00833333,0.0118655,0.0139677,0.0116686,0.00968992,0.00539643,0.0124864,0.0195052,0.015674,0.01298,0.0108134,0.0100879,0.0135905,0.0157841,0.0183664,0.00696864,0.00760939,0.0132483,0.0120759,0.0138221,0.0126243,0.0125156,0.00600801,0.00610583,0.0210194,0.016129,0.00599925,0.0165248,0.00830565,0.011257,0.0272769,0.00930851
DB01221,0.0381862,0.00682594,0.0110701,0.0418502,0.0463576,0.0413793,0,0.0126984,0.00390625,0.0222222,0.0711864,0.0319489,0.0176305,0.0202429,0.00970874,0.0344371,0.0107582,0.0165563,0.0193648,0.0149378,0.0528512,0.0200267,0.00318979,0.172956,0.0244648,0.021838,0.0088968,0.025522,0.0115894,0.0390625,0.0161638,0.0177839,0.0259146,0.0138741,0.00847458,0.00999092,0.0179257,0.0225479,0.0173053,0.040107,0.0188457,0.025641,0.0295983,0.0147265,0.039801,0.03367,0.0328467,0.0164159,0.00668449,0.0115962,0.019656,0.0281457,0.0530303,0.0108803,0.0127389
DB01222,0.00438356,0.00534442,0.0029994,0.00483351,0.00410076,0.00651273,0,0.0123821,0.0095037,0.00707881,0.00292569,0.00541072,0.00601983,0.00688195,0.00631769,0.00553761,0.00387135,0.0117282,0.0063033,0.0135344,0.00936768,0.00651769,0.0104686,0.00854214,0.00463768,0.00478278,0.00410846,0.00307692,0.0355731,0.00732422,0.00429,0.00233973,0.00436469,0.0090245,0.448246,0.004,0.0032022,0.00655022,0.00634345,0.00449691,0.0039929,0.00256016,0.00479744,0.00886525,0.00776915,0.00708801,0.00178784,0.0132513,0.0108083,0.11927,0.00450857,0.00397812,0.00498339,0.01809,0.0123894
DB01223,0.0168269,0.0035461,0.00383142,0.0109649,0.00996678,0.00694444,0,0.00655738,0.00199601,0.0225989,0.0133333,0.0176565,0.00562193,0.00408163,0.00490196,0.0118421,0.00719055,0.00528053,0.013209,0.00748752,0.0163711,0.0203528,0.00162338,0.0112045,0.009375,0.0045208,0.00624442,0.0116009,0.00331675,0.017134,0.0152672,0.0124481,0.0122511,0.00535906,0.00264971,0.0166359,0.00642674,0.00901917,0.00620347,0.0134409,0.00946746,0.00735294,0.0127932,0.0034965,0.00995025,0.00682594,0.00743494,0.00827586,0.0495751,0.00272665,0.00987654,0.0116279,0.00997506,0.00297915,0.00657895
DB01224,0.0226244,0.00938086,0.00976563,0.0346821,0.0182149,0.00553506,0,0.00716846,0.00397878,0.0155602,0.0409683,0.0349243,0.0230583,0.0121951,0.00938967,0.0260521,0.0123344,0.0113766,0.0290429,0.0131306,0.0362694,0.015121,0.00576701,0.0232558,0.0104895,0.0278405,0.0112767,0.0264117,0.00411241,0.0353478,0.0197764,0.0196281,0.0211817,0.0118745,0.00420954,0.011194,0.020649,0.0150044,0.013308,0.0226537,0.0118721,0.0190355,0.0443491,0.00835322,0.0200617,0.00548446,0.0115385,0.0144033,0.00809717,0.00290529,0.0307397,0.0200708,0.0216718,0.00396825,0.00718133
DB01226,0.016731,0.00931677,0.0145161,0.0209618,0.0182094,0.00921659,0,0.0104948,0.00812065,0.0167754,0.0259939,0.0183113,0.023918,0.0153664,0.0153978,0.0225023,0.020605,0.0210697,0.0189024,0.0492021,0.0211203,0.0154265,0.00613497,0.0153417,0.0117302,0.0314027,0.0222136,0.0205931,0.0102498,0.018981,0.0132709,0.0367925,0.0198413,0.114432,0.00848214,0.0110269,0.032316,0.0276873,0.14703,0.013624,0.0243493,0.026936,0.0369458,0.00670391,0.041779,0.00914634,0.00630915,0.0319549,0.00727273,0.00712329,0.0197935,0.0166667,0.0432432,0.00953079,0.0105105
DB01227,0.0536723,0.0219298,0.00952381,0.0326633,0.104348,0.0344828,0,0.0239044,0.0157303,0.030581,0.0495868,0.0503597,0.0169367,0.0207852,0.0144928,0.0198582,0.0175719,0.0229167,0.0153846,0.015748,0.041979,0.0233236,0.016129,0.244,0.0419847,0.0172579,0.0147194,0.0160692,0.0131004,0.052356,0.0184971,0.019432,0.0268908,0.0265896,0.0210643,0.00864553,0.023743,0.0279805,0.0214765,0.0792079,0.0151707,0.0268041,0.0340633,0.0139092,0.0348837,0.0515021,0.0375587,0.0240602,0.0131965,0.0135521,0.0253672,0.0390335,0.0349854,0.0378378,0.024
