DRUGBANK_ID,DB09555,DB09561,DB09563,DB09570,DB09571,DB11093,DB11104,DB11126,DB11228,DB11256,DB11359,DB11362,DB11363,DB11364,DB11367,DB11560,DB11574,DB11575,DB11581,DB11582,DB11591,DB11596,DB11602,DB11609,DB11610,DB11611,DB11613,DB11614,DB11619,DB11699,DB11730,DB11737,DB11793,DB11915,DB11921,DB11943,DB11994,DB12095,DB12161,DB12243,DB12332,DB12598,DB13025,DB13092,DB13139,DB13146,DB13154,DB13155,DB13156,DB13158,DB13164,DB13165,DB13167,DB13179,DB13180
DB00235,0.0318302,0.00403226,0.00440529,0.0414634,0.0344828,0.00787402,0,0.00738007,0.00214133,0.0329341,0.0305344,0.0327022,0.0241935,0.00438596,0.00640205,0.0123967,0.0126117,0.00949153,0.0200803,0.0155306,0.0186246,0.0301291,0.00171821,0.0315457,0.0321429,0.0179584,0.0127621,0.0257038,0.00512821,0.026534,0.0204778,0.0249633,0.0261866,0.0100559,0.00323974,0.0200957,0.0246238,0.0286738,0.0117188,0.0362538,0.0301887,0.0342052,0.0425532,0.00791367,0.0333333,0.00772201,0.0349345,0.0204978,0.020202,0.00279135,0.0181818,0.0249554,0.0334262,0.00411523,0.00740741
DB00236,0.025,0.0192308,0.0240964,0.0106762,0.0241935,0.0560748,0,0.031746,0.00308642,0.0205224,0.00793651,0.0292793,0.0121065,0.05,0.0125984,0.0136986,0.0079096,0.00975244,0.022686,0.00681597,0.0234234,0.0195035,0.0022779,0.0574713,0.00689655,0.0196507,0.00580552,0.0160819,0.00878906,0.012766,0.0202977,0.00543478,0.0104384,0.0160214,0.00468658,0.00984683,0.00497512,0.00701262,0.020934,0.0526316,0.0104634,0.00815217,0.0311419,0.00318979,0.0132743,0.0350877,0.0107527,0.00544465,0.00534759,0.00622084,0.0372168,0.0164706,0.027027,0.00603865,0.032
DB00237,0.0172414,0.0264901,0.0151515,0.0214724,0.047619,0.0657895,0,0.0346821,0.0108108,0.0170648,0.0114943,0.0201613,0.00851393,0.0253521,0.0131772,0.00944882,0.00603732,0.0116026,0.0103093,0.00931966,0.0215232,0.0146341,0.0124224,0.0639269,0.0263158,0.0102775,0.00424729,0.00404858,0.0159624,0.0135135,0.0126103,0.00834725,0.013308,0.011236,0.0108883,0.00621118,0.00614439,0.0118734,0.0133531,0.0204918,0.0111576,0.0144928,0.0146199,0.0100464,0.0258303,0.0774194,0.00704225,0.0083612,0.00822368,0.0181956,0.0147059,0.0190678,0.014652,0.017301,0.0348837
DB00238,0.0300958,0.00822368,0.00509338,0.0206452,0.0192926,0.00649351,0,0.00950872,0.00483092,0.041502,0.0192926,0.0387931,0.0190972,0.021118,0.0150044,0.0232775,0.0159645,0.0158991,0.0289673,0.0151515,0.0257634,0.0393852,0.00424178,0.019174,0.0124031,0.0241649,0.0157109,0.0371009,0.00719424,0.0347368,0.0252033,0.031068,0.0431579,0.0127796,0.00542986,0.0185185,0.0258065,0.0182876,0.0142222,0.0231548,0.0233564,0.0221187,0.0215736,0.0120413,0.0179806,0.0113269,0.00838926,0.0114395,0.0122873,0.00558347,0.0277529,0.0284775,0.0151934,0.0082769,0.00952381
DB00239,0.0343511,0.0075188,0.00263158,0.108987,0.026699,0.00738916,0,0.00471698,0.00485437,0.0218182,0.026699,0.0258856,0.0271703,0.00493421,0.00643087,0.0195178,0.0176125,0.0211443,0.0424908,0.0152672,0.0297974,0.021102,0.00409277,0.0191083,0.0207852,0.0441426,0.019751,0.0690399,0.00453515,0.021164,0.0194175,0.0240674,0.0263158,0.0153698,0.0044955,0.0133001,0.0238365,0.0584551,0.0175055,0.0247934,0.029661,0.0553797,0.0722022,0.0136986,0.0670732,0.00485437,0.037234,0.0278114,0.0117647,0.00315457,0.0195865,0.0196078,0.10084,0.00355556,0.00472813
DB00240,0.00532725,0.00682012,0.00346021,0.00965825,0.00838926,0.011925,0,0.0168776,0.00719424,0.00682806,0.0033389,0.0065703,0.00561313,0.00651702,0.00762463,0.006035,0.00351,0.0100125,0.00639854,0.0105414,0.00921376,0.00609756,0.01,0.0104334,0.00742574,0.00600901,0.0044586,0.00340136,0.0277913,0.00583658,0.00439319,0.00184388,0.00451031,0.00934579,0.27923,0.00553598,0.00358209,0.00786959,0.00885478,0.00631413,0.00401376,0.00277393,0.00438917,0.0130265,0.0108527,0.0101609,0.00343348,0.0118012,0.0104809,0.104944,0.00468384,0.00600801,0.00695518,0.0154337,0.0168919
DB00241,0.0212766,0.0277778,0.016,0.0283912,0.05625,0.0763889,0,0.0361446,0.0110193,0.0190311,0.0180723,0.0246407,0.00856031,0.0258621,0.0163205,0.0111643,0.00717044,0.0116618,0.0121212,0.0103286,0.0217755,0.0164745,0.012605,0.0660377,0.032967,0.011399,0.00521327,0.00545703,0.00938967,0.0156863,0.0140127,0.0101523,0.015444,0.0138889,0.00745413,0.00730689,0.00777605,0.011984,0.0165414,0.0254237,0.0126939,0.0172414,0.0149254,0.00931677,0.0304183,0.118881,0.0149254,0.0101695,0.01,0.01059,0.019403,0.0215517,0.0344828,0.0282021,0.0363636
DB00242,0.0173228,0.0181087,0.00622407,0.0163447,0.00957854,0.00588235,0,0.0291262,0.0211268,0.0128342,0.00957854,0.0214541,0.00486027,0.00704225,0.00772947,0.0132789,0.0115794,0.0139373,0.00992064,0.0213675,0.0200211,0.0124611,0.0218978,0.00516351,0.012987,0.00755287,0.00813339,0.0110803,0.00632022,0.0138889,0.0303571,0.0148778,0.016092,0.0175285,0.0105112,0.0232019,0.006,0.0210046,0.00779727,0.00671141,0.00466853,0.00784314,0.0101302,0.00790274,0.0161551,0.0117188,0.0102249,0.0313514,0.150358,0.00773349,0.0215898,0.0109356,0.0129032,0.0181668,0.0291829
DB00243,0.0389016,0.0431894,0.0138408,0.0336134,0.046875,0.022293,0,0.0273556,0.0152381,0.0300136,0.167247,0.0423197,0.0209497,0.0315582,0.0203837,0.0471204,0.0194473,0.0216963,0.0397196,0.0332779,0.0514905,0.0275591,0.0172684,0.0509383,0.0290698,0.031617,0.0214381,0.032,0.00976404,0.057187,0.0255864,0.0466392,0.0421687,0.0408163,0.00997899,0.0216802,0.0395913,0.0266075,0.0485679,0.0434783,0.0219653,0.0357782,0.0675105,0.0124309,0.0454545,0.0251572,0.0202703,0.0283401,0.0131234,0.00805369,0.0507426,0.0491803,0.0686275,0.0126459,0.027439
DB00244,0.032491,0.0138889,0.00806452,0.2,0.04375,0.0268456,0,0.0240964,0,0.0371025,0.10596,0.0268595,0.036859,0.017192,0.016369,0.029316,0.0189944,0.0236337,0.0336581,0.0170455,0.0322581,0.0353535,0.00208768,0.0418605,0.0877193,0.0461869,0.0167946,0.0470085,0.00562324,0.0445344,0.0311688,0.0258621,0.0438247,0.0152091,0.00285714,0.0212089,0.0572831,0.0527778,0.0165913,0.038961,0.0391872,0.107817,0.194346,0.0252765,0.179825,0.0463576,0.12605,0.0531915,0.00834725,0.00376223,0.0256024,0.0238612,0.140426,0.00344828,0.0368098
DB00245,0.104956,0.0213675,0.0139535,0.0296296,0.092437,0.00819672,0,0.0193798,0.0200445,0.0334347,0.0441767,0.0442478,0.0146306,0.0228311,0.0130548,0.0254597,0.0234917,0.0214088,0.0144928,0.0156658,0.0339233,0.026087,0.0159574,0.0782313,0.0488722,0.0171592,0.0254984,0.0159509,0.00777874,0.189453,0.0195402,0.0192593,0.0352349,0.0252294,0.00708447,0.00763359,0.0137174,0.0240674,0.0226667,0.0673077,0.0137845,0.0181818,0.0286396,0.00943396,0.0402299,0.0203252,0.0365297,0.0223214,0.014556,0.00634697,0.0224571,0.0329068,0.0255682,0.0276596,0.0194553
DB00246,0.0267983,0.00341297,0.00353982,0.0337382,0.0218121,0.0101868,0,0.00657895,0.00124069,0.0228628,0.0339559,0.0352811,0.0302671,0.0204866,0.00987433,0.0336862,0.0161435,0.0166852,0.0347267,0.0222522,0.0468594,0.0222437,0.00108578,0.0277778,0.0096463,0.0488889,0.0166733,0.0434397,0.0059761,0.0345572,0.0257261,0.0443102,0.0276596,0.0542833,0.00457247,0.0225619,0.0177736,0.0221465,0.0618459,0.0286576,0.0202643,0.0264741,0.0290237,0.010453,0.0289436,0.00671141,0.0140845,0.0186824,0.00770713,0.00566251,0.0544601,0.0258137,0.0565476,0.00381679,0.00658979
DB00247,0.0151515,0.00909091,0.00410678,0.0146552,0.0179641,0.006,0,0.0108696,0.00329489,0.0263721,0.0129096,0.0196375,0.0156102,0.0245971,0.015873,0.0206186,0.0174838,0.0158802,0.0125313,0.0206568,0.0223933,0.0229965,0.00376506,0.0160377,0.0107004,0.0275591,0.0157211,0.0140485,0.00837696,0.02855,0.0154131,0.0104676,0.0384615,0.0184729,0.00423566,0.0173669,0.024607,0.0189753,0.0296696,0.012037,0.0188312,0.0120096,0.0153453,0.0155807,0.0181488,0.00797607,0.00611621,0.0104749,0.0111034,0.00505515,0.0165673,0.0287267,0.0126468,0.0087668,0.0108803
DB00248,0.0228041,0.00469043,0.00286533,0.011336,0.0148699,0.00465983,0,0.0101476,0.0046729,0.0216216,0.0111111,0.0208184,0.0188246,0.0231815,0.0164349,0.0277228,0.0215533,0.0221141,0.0170151,0.019898,0.0186047,0.0198676,0.00428878,0.018617,0.0136861,0.0231681,0.0225059,0.0128127,0.00909091,0.048,0.0171598,0.0106383,0.026204,0.0335329,0.00600601,0.011248,0.0148579,0.0150784,0.0403383,0.0148084,0.0205224,0.00906344,0.0136437,0.0109141,0.0196413,0.00650558,0.00474383,0.00930233,0.00724638,0.0071333,0.0216285,0.0309963,0.0144558,0.0112486,0.010157
DB00249,0.0124224,0.0294985,0.00923077,0.0154143,0.0164835,0.0113636,0,0.0448179,0.0271248,0.016731,0.0136986,0.010101,0.00604839,0.0108696,0.00911162,0.0108959,0.00695479,0.0114577,0.00661278,0.0290089,0.0124844,0.0161491,0.0270677,0.0118483,0.0209974,0.00684346,0.00519481,0.00428266,0.00789889,0.0184136,0.0101317,0.00630517,0.013947,0.0203252,0.0113636,0.0183406,0.00711744,0.0126449,0.0103687,0.0114155,0.00657174,0.00821018,0.0131086,0.00603217,0.021645,0.0169014,0.012012,0.0418301,0.0702918,0.00853018,0.00683371,0.010479,0.0150862,0.0218424,0.0449438
DB00250,0.0560345,0.00961538,0,0.0328467,0.0677966,0.0181818,0,0.015748,0,0.0301887,0.0413223,0.027027,0.00804505,0.00641026,0.00626959,0.0119863,0.00620767,0.00975976,0.0227066,0.00682261,0.0253165,0.0286738,0,0.0517241,0.0984849,0.0241493,0.00532172,0.0131387,0.00291545,0.0127932,0.013459,0.0127971,0.0342612,0.00662252,0.00175336,0.00655022,0.0117057,0.0228245,0.0063593,0.0473684,0.02118,0.0451977,0.076087,0.00721154,0.0410959,0.0263158,0.1625,0.0146789,0.00535714,0.00232558,0.0223642,0.0410628,0.046083,0.00240964,0.015873
DB00251,0.0374833,0.0127592,0.00490998,0.0641361,0.0202177,0.00943396,0,0.00610687,0.0118483,0.0228137,0.0234009,0.0357143,0.0330243,0.0132053,0.00860585,0.0181653,0.0225464,0.0285244,0.0554493,0.0162549,0.0388258,0.0212766,0.0114823,0.0318379,0.0242792,0.0353857,0.0211433,0.0443686,0.00579523,0.0223805,0.0330113,0.0245747,0.0263425,0.0238095,0.00763359,0.0153846,0.0161146,0.0487805,0.0246696,0.0210084,0.0185968,0.0440835,0.0548469,0.0130385,0.0455172,0.0141066,0.0297521,0.0275142,0.012975,0.00662617,0.0704483,0.0300107,0.0768137,0.017177,0.00611621
DB00252,0.0382166,0.00540541,0,0.0196078,0.101064,0.0320856,0,0.0144928,0,0.0211726,0.0454545,0.0447471,0.0106061,0.0154242,0.00977654,0.0166415,0.0124932,0.00777385,0.0117351,0.00905797,0.0401284,0.0202492,0,0.257143,0.0414747,0.0160321,0.00935016,0.0117493,0.00451264,0.0201835,0.0145985,0.0209003,0.0254545,0.00598086,0.00391499,0.00501002,0.0147929,0.0139771,0.00705219,0.0769231,0.0174966,0.0296804,0.0216216,0.00904977,0.0334448,0.03125,0.0481928,0.0127796,0.00468019,0.0051207,0.0256046,0.024,0.0301003,0.00661521,0.0145631
DB00253,0.00970874,0.00702106,0.0040858,0.0102564,0.00885827,0.011,0,0.0218688,0.00824402,0.0147472,0.00391773,0.00818452,0.00701919,0.0159129,0.0091683,0.0101695,0.0060015,0.0172257,0.00997506,0.0157729,0.0138313,0.0137646,0.0113379,0.0140581,0.00967118,0.00881057,0.00778605,0.00504732,0.02386,0.00881057,0.00609013,0.00276052,0.00875912,0.0171674,0.0766378,0.00552181,0.00534759,0.0112641,0.0138981,0.00826446,0.0057508,0.00316206,0.0058873,0.011257,0.0125786,0.0119522,0.00303337,0.0132589,0.0117647,0.0310442,0.00588235,0.00757576,0.00715563,0.0224454,0.0218905
DB00254,0.0122888,0.00340715,0.0017316,0.012696,0.00841043,0.00851064,0,0.014346,0.00431344,0.0137758,0.0152413,0.0112434,0.0139494,0.00872727,0.0117994,0.0183599,0.0106157,0.0112923,0.0101056,0.0139624,0.016109,0.0116708,0.00598802,0.0145396,0.0192469,0.0141557,0.0109079,0.0143513,0.0115329,0.0231328,0.00883978,0.00743034,0.022339,0.0115894,0.00941688,0.0091047,0.0281863,0.01359,0.00946746,0.00872324,0.00982091,0.0105042,0.0125647,0.335244,0.0156128,0.00932994,0.00777874,0.0130841,0.00738916,0.00938567,0.0112161,0.0175913,0.00931677,0.0176282,0.0195246
DB00255,0.0579151,0.0151515,0.0272727,0.0540541,0.0763889,0.0291971,0,0.0193548,0.00569801,0.0454545,0.0689655,0.029724,0.0126382,0.0147929,0.0182094,0.0163934,0.00890869,0.0102941,0.0414788,0.0095057,0.0329289,0.0414508,0.00645161,0.0653266,0.144737,0.0244941,0.00909962,0.0417867,0.0114395,0.0181818,0.0169051,0.013913,0.0343434,0.00766284,0.00345423,0.00848356,0.0192926,0.0346741,0.00914634,0.0506912,0.0337739,0.0527704,0.0516129,0.0118017,0.0753138,0.028169,0.207921,0.0192644,0.00680272,0.00455927,0.0229358,0.0199557,0.0534979,0.0034965,0.0261438
DB00256,0.012934,0.00372301,0.00302343,0.0126078,0.00884304,0.00818452,0,0.00882353,0.00384369,0.0222857,0.0133235,0.0137231,0.022113,0.0169824,0.015625,0.0166297,0.0123787,0.0188976,0.0141267,0.0133571,0.0220215,0.0202134,0.0041791,0.0163934,0.010925,0.0187266,0.0112667,0.0141361,0.0160786,0.0238379,0.0152594,0.00898372,0.0267698,0.014691,0.0144082,0.00885368,0.0260966,0.0171251,0.0113208,0.00839161,0.0148148,0.00938673,0.0124918,0.145738,0.015884,0.0104012,0.00678222,0.0101237,0.00556793,0.020934,0.0129102,0.021978,0.00961538,0.0117016,0.0118081
DB00257,0.0482234,0,0,0.0439815,0.0652174,0.0108303,0,0.00337838,0,0.0142045,0.0729927,0.0348259,0.0157255,0.002079,0.00247525,0.0298507,0.0129803,0.0100134,0.0156986,0.00839631,0.0455192,0.0136612,0,0.147059,0.0262295,0.0185014,0.0112562,0.0274136,0.00250627,0.0321027,0.0132013,0.0212164,0.028436,0.00650759,0.00266383,0.0101946,0.0157687,0.0254925,0.00754717,0.0545977,0.0120048,0.0267176,0.0287611,0.0113556,0.0339426,0.0106383,0.0481928,0.0169252,0.011065,0.00343407,0.0189155,0.0292096,0.0477454,0.00300903,0.00338983
DB00259,0.0590909,0.0108696,0,0.0343511,0.0754717,0.0204082,0,0.0173913,0,0.030888,0.0458716,0.0277778,0.00812348,0.00666667,0.00638978,0.0122378,0.00625,0.00984848,0.0229568,0.00690335,0.025878,0.029304,0,0.0555556,0.108333,0.0244716,0.0053528,0.013373,0.00294985,0.0131291,0.0136799,0.0130841,0.0351648,0.00672948,0.00176574,0.00663717,0.0119454,0.0232221,0.00648298,0.0505618,0.0215716,0.0467836,0.0795455,0.00728155,0.0434783,0.0294118,0.191176,0.0150094,0.00547445,0.00234742,0.0228013,0.0422886,0.0487805,0.00244499,0.0175439
DB00260,0.0265487,0.0823529,0.0142857,0.0150376,0.0462963,0.0421053,0,0.0740741,0.0196721,0.026975,0.018018,0.0230947,0.00649351,0.0451389,0.0277778,0.0140351,0.00739898,0.0075643,0.00998185,0.0119048,0.0183824,0.0255942,0.0142857,0.0240964,0.03125,0.014333,0.0058451,0.00294551,0.00791296,0.0153846,0.010929,0.011215,0.0217391,0.0190996,0.00472534,0.00776053,0.00680272,0.0232558,0.0180624,0.021978,0.010687,0.02,0.0142857,0.00484653,0.0336538,0.0721649,0.0126582,0.011236,0.0110294,0.00470958,0.0129241,0.0145631,0.0288462,0.0123609,0.0747664
DB00261,0.0253807,0.00431034,0.00225225,0.0353698,0.0167015,0.012848,0,0.00823045,0.00146199,0.0202475,0.0167015,0.0250941,0.0170132,0.02118,0.0110887,0.0280778,0.0108439,0.0124629,0.0205903,0.0219941,0.0186608,0.0196292,0.00125156,0.0225564,0.0140281,0.0401929,0.0149813,0.0282651,0.00505051,0.0182704,0.0182815,0.0155383,0.0205562,0.0126468,0.00435624,0.018254,0.0136411,0.0198676,0.0153218,0.025641,0.0216963,0.0209497,0.0265211,0.022756,0.0297203,0.00843882,0.0248307,0.0110619,0.00653595,0.00486027,0.0266667,0.0219355,0.0388693,0.00420875,0.00824742
DB00262,0.0329218,0.0183486,0.0227273,0.0140351,0.0232558,0.0350877,0,0.0305344,0.00303951,0.0241187,0.00763359,0.033557,0.0088141,0.0457516,0.015674,0.0101523,0.0101637,0.00896191,0.016158,0.00775946,0.0159574,0.0229277,0.00225225,0.0441989,0.0134228,0.019544,0.00579151,0.0115607,0.00484027,0.0126316,0.0229111,0.0108303,0.01875,0.0105541,0.00350058,0.0108932,0.00493421,0.0083682,0.0126783,0.056701,0.0209895,0.0134771,0.0271186,0.00397456,0.0173913,0.0336134,0.0206186,0.00539568,0.00707965,0.00541796,0.0237718,0.0258216,0.0219298,0.0060024,0.0307692
DB00263,0.0451977,0.00436681,0.00480769,0.030303,0.0414938,0.00851064,0,0.00793651,0.00223214,0.0354938,0.0286885,0.0412186,0.00952381,0.0091954,0.00921053,0.0156028,0.00952381,0.0123967,0.0373134,0.0113537,0.0282318,0.0324963,0.0017762,0.033557,0.0588235,0.0291829,0.00823799,0.0186567,0.00346921,0.0152284,0.0197445,0.0272315,0.0375427,0.00797267,0.00327332,0.0106178,0.015299,0.0268293,0.00797872,0.0384615,0.0243278,0.039916,0.0603015,0.00875912,0.0351906,0.0125523,0.0634146,0.018018,0.010279,0.00282885,0.0309973,0.0411985,0.0322581,0.00419727,0.00796813
DB00264,0.0631579,0.0794702,0.0289855,0.0524691,0.115152,0.0240964,0,0.0388889,0.0241287,0.0467938,0.0697674,0.0383838,0.0154919,0.0276243,0.0174419,0.0204403,0.0126513,0.0174039,0.0259965,0.0215356,0.0629252,0.0429043,0.0247423,0.0524017,0.115385,0.024819,0.0147268,0.0245232,0.00925926,0.025,0.0214106,0.0285714,0.0423892,0.0237797,0.00911162,0.0103093,0.0184332,0.0374833,0.0282738,0.0447154,0.0367751,0.0490196,0.0597015,0.00766284,0.0833333,0.035503,0.10219,0.0251678,0.0130506,0.00820896,0.0310192,0.0338266,0.113281,0.0113636,0.0391061
DB00265,0.0407524,0.0105263,0.0118343,0.0335196,0.0544554,0.0205128,0,0.0188679,0.00488998,0.0209677,0.109375,0.0382409,0.0190114,0.0255754,0.0167364,0.0351145,0.0130011,0.0141643,0.0184719,0.0135747,0.0430622,0.01849,0.00381679,0.0629921,0.0265487,0.0220441,0.0112097,0.0249344,0.0099278,0.0465549,0.0243902,0.0174603,0.0251799,0.0143713,0.00670766,0.0161128,0.0221566,0.021601,0.0169492,0.121569,0.0146471,0.0292793,0.0463215,0.00900901,0.039604,0.02,0.0285714,0.0191083,0.00775194,0.00803506,0.0341394,0.0318725,0.0431894,0.00767544,0.0189573
DB00266,0.0193798,0.0078329,0.00550964,0.0254545,0.0277778,0.0128866,0,0.00985222,0.00165563,0.0209877,0.0710526,0.0179558,0.0125413,0.0101868,0.00764192,0.041816,0.00879765,0.00993789,0.00932568,0.0233645,0.0303767,0.0202864,0.00278552,0.0265487,0.0167064,0.0262046,0.0128811,0.016684,0.00459067,0.03989,0.00878049,0.0158151,0.0227577,0.00969932,0.00301659,0.0194915,0.0207373,0.0152594,0.0110619,0.0278373,0.0181044,0.0187793,0.0248227,0.0125082,0.0366599,0.0127226,0.0190736,0.0451128,0.0144231,0.00382653,0.0165563,0.0244604,0.0325203,0.0027027,0.0123762
DB00267,0.0112821,0.0059453,0.00364964,0.015873,0.0104895,0.00708383,0,0.0128056,0.00566572,0.0337349,0.00931315,0.0222032,0.00910931,0.0383858,0.286512,0.0269854,0.0226904,0.0145914,0.0141228,0.0142939,0.0178988,0.0321821,0.00511073,0.00983607,0.0148912,0.0226023,0.0125718,0.0141343,0.00910643,0.0116473,0.0163265,0.0077821,0.0149254,0.0128205,0.00532351,0.0152625,0.0120301,0.0224404,0.0110375,0.0162162,0.0107066,0.0118397,0.0176471,0.0121581,0.0114823,0.0106007,0.00603136,0.00778816,0.0100697,0.00494071,0.0161884,0.00947459,0.0114943,0.0102762,0.0151869
DB00268,0.0318627,0.00716846,0.0116732,0.0245536,0.0486111,0.0212766,0,0.013289,0.00401606,0.0299572,0.0413793,0.0360656,0.0192582,0.0294118,0.0136307,0.030914,0.0124031,0.0126498,0.0211765,0.0280612,0.0539007,0.0273973,0.00326264,0.0527859,0.022293,0.0432738,0.0130337,0.0419162,0.00918964,0.0366242,0.0276549,0.0443491,0.0394322,0.030837,0.00531915,0.0119816,0.030343,0.0170843,0.0371795,0.0445682,0.0340219,0.0321361,0.0395604,0.0105783,0.0412371,0.0138408,0.0189394,0.0139082,0.00681199,0.00685401,0.0542636,0.0483592,0.0440415,0.00598802,0.0133333
DB00270,0.0360065,0.00612245,0.00212314,0.021309,0.0218688,0.00603622,0,0.00976563,0.00707214,0.0185387,0.0321285,0.0280146,0.0110906,0.0100719,0.0187933,0.0316122,0.0173383,0.0158265,0.0167898,0.0223022,0.0279871,0.0169133,0.00608273,0.0178253,0.0230326,0.0177196,0.0169072,0.0207547,0.00780696,0.0372596,0.0196604,0.0261438,0.0443645,0.0195382,0.00622307,0.0123648,0.030083,0.0240964,0.0179462,0.0208696,0.0162524,0.0257104,0.0239163,0.0192069,0.0232558,0.00798403,0.0105042,0.0161987,0.0117021,0.0041816,0.0300601,0.0327869,0.0199005,0.014975,0.00978474
DB00271,0.00675676,0.0128205,0.0148148,0.0275229,0.0170455,0.0248447,0,0.0224719,0.00265957,0.0239316,0.0287356,0.0200401,0.0100541,0.0251397,0.0190616,0.0141732,0.00547645,0.00503235,0.0111492,0.0149533,0.0130719,0.0211726,0.00408163,0.0172414,0.0259067,0.0228216,0.00471476,0.00809717,0.0055607,0.0232558,0.0125628,0.0167504,0.0229008,0.00618812,0.00397727,0.0135135,0.028125,0.0131579,0.00734214,0.0202429,0.0253521,0.0217391,0.0294118,0.011583,0.0218182,0.0365854,0.020979,0.00831947,0.00653595,0.00372856,0.016129,0.0125523,0.025641,0.00682594,0.0342857
DB00272,0.0431034,0.00990099,0.0253165,0.0294118,0.0789474,0.0283019,0,0.016129,0.003125,0.0245283,0.0423729,0.0225734,0.00969305,0.0163399,0.00788643,0.015544,0.00564972,0.00750751,0.0117117,0.0107949,0.0254545,0.0232975,0.00229885,0.0465116,0.0364963,0.0119695,0.00679282,0.0237037,0.0058651,0.0238612,0.0121457,0.0166052,0.0191083,0.0133869,0.00410798,0.00657174,0.00837521,0.0156472,0.0144928,0.0425532,0.0212766,0.0166205,0.027972,0.00480769,0.0368664,0.027027,0.0588235,0.0110294,0.0108303,0.0046729,0.0127186,0.0214797,0.0418605,0.00241838,0.0162602
DB00273,0.00572246,0.0125899,0.0037037,0.00542741,0.00689655,0.00706714,0,0.0138169,0.0316623,0.00601202,0.00343643,0.00994475,0.00587889,0.00520833,0.00640439,0.00382775,0.00358262,0.0117845,0.0089172,0.00947867,0.00985222,0.00486855,0.0274914,0.00786164,0.005,0.00578453,0.00356154,0.00173913,0.00880163,0.00864865,0.00414594,0.00297324,0.00534188,0.0107884,0.0111732,0.00363636,0.00283019,0.00945017,0.00552995,0.00458716,0.00265487,0.00363636,0.00935829,0.0058651,0.0103093,0.0123239,0,0.0130261,0.0128968,0.00805987,0.00365631,0.00908059,0.00587372,0.0205696,0.0138408
DB00274,0.00794552,0.00672948,0.00414365,0.010917,0.0078637,0.0134228,0,0.0078329,0.00519751,0.0188518,0.0078637,0.0185357,0.00958466,0.0246253,0.0926871,0.0283333,0.00915141,0.0117048,0.013173,0.0090307,0.0168067,0.0175585,0.00464253,0.0134969,0.00767263,0.012203,0.00740466,0.00981873,0.00964436,0.00993677,0.0137981,0.00672834,0.010772,0.0079023,0.00726496,0.0109819,0.00889248,0.0134128,0.00949367,0.0156815,0.00841622,0.0079602,0.012931,0.0106383,0.0116144,0.0146862,0.00409277,0.0058873,0.00920502,0.00780843,0.0102362,0.0084507,0.0116279,0.0109664,0.0104849
DB00275,0.0303448,0.00496689,0.00687285,0.0356201,0.0278232,0.0165563,0,0.00798722,0.00242718,0.0365974,0.0380165,0.0458515,0.0245184,0.0124069,0.0114943,0.036019,0.0200893,0.0210061,0.028427,0.0132013,0.079798,0.0346154,0.00319829,0.0316265,0.0253566,0.0294118,0.0181531,0.0319241,0.00921053,0.0382572,0.0337727,0.0163619,0.0379347,0.0112179,0.00681508,0.0164168,0.0278552,0.0472509,0.0124888,0.0263543,0.0452931,0.0344009,0.0376623,0.0144175,0.0325318,0.0147541,0.0258621,0.0153994,0.0142857,0.00899382,0.0251346,0.0196721,0.0340426,0.00527506,0.011236
DB00276,0.0324149,0.0040404,0.00210526,0.0465116,0.0257426,0.00398406,0,0.00385356,0.00420757,0.0229008,0.0680412,0.044335,0.0223741,0.00569801,0.00976563,0.0457447,0.0278828,0.0357782,0.0468966,0.0311143,0.0573319,0.0211416,0.00241255,0.0231317,0.0209125,0.0351563,0.028738,0.0362595,0.0028169,0.0420673,0.0324617,0.0689266,0.035503,0.020372,0.00333492,0.0178156,0.0310238,0.0374181,0.0229541,0.0242634,0.0230105,0.0672269,0.0715397,0.0116564,0.0508475,0.00394477,0.0189076,0.0327869,0.00844773,0.00237954,0.0541369,0.0339196,0.0581197,0.00492611,0.003861
DB00277,0.0168269,0.0035461,0.00383142,0.0109649,0.00996678,0.00694444,0,0.00655738,0.00199601,0.0225989,0.0133333,0.0176565,0.00562193,0.00408163,0.00490196,0.0118421,0.00719055,0.00528053,0.013209,0.00748752,0.0163711,0.0203528,0.00162338,0.0112045,0.009375,0.0045208,0.00624442,0.0116009,0.00331675,0.017134,0.0152672,0.0124481,0.0122511,0.00535906,0.00264971,0.0166359,0.00642674,0.00901917,0.00620347,0.0134409,0.00946746,0.00735294,0.0127932,0.0034965,0.00995025,0.00682594,0.00743494,0.00827586,0.0495751,0.00272665,0.00987654,0.0116279,0.00997506,0.00297915,0.00657895
DB00278,0.0275591,0.00941915,0.00647249,0.0288221,0.0440252,0.00931677,0,0.0136778,0.004662,0.0514064,0.0215385,0.0364963,0.0228441,0.105058,0.0251955,0.0301095,0.0315556,0.0432133,0.0348259,0.0241199,0.0336763,0.0490566,0.00721649,0.022695,0.019403,0.0514653,0.0303269,0.019024,0.0096463,0.0357873,0.0237906,0.0177074,0.0429009,0.0326173,0.00670541,0.0160056,0.0232766,0.0261652,0.0372011,0.0236111,0.0210438,0.01566,0.0398506,0.0141243,0.0295699,0.0170807,0.0112179,0.0129991,0.00824176,0.00881543,0.0243478,0.0778643,0.0227273,0.0133136,0.0183486
